tweet_id,date,candidate,party,user_name,user_location,text,sentiment,tokens,likes,latitude,longitude
1254865522849493000,2020-04-27 20:10:29,Sanders,Democrat,Mzv,Darien,"@shaunking Please STFU! Unfortunately, Bernie Sanders will not be the nominee and you can’t seem to get over it.",0.6356326130144228,"['stfu', 'nominee']",0,41.7447,-87.9823
1254807415381426181,2020-04-27 16:19:35,Sanders,Democrat,Planet Caravan,Chicago,@OsadeEmma @TeresaMac2009 @CyndiW100 Unless you're talking about the nomination of Bernie Sanders and M4All...proba… https://t.co/5qP36AEy51,0.16755952809817543,"['talking', 'nomination', 'm4all', 'proba']",0,41.8373,-87.6862
1254781442787176453,2020-04-27 14:36:23,Sanders,Democrat,Nate,Cortland,A lawyer for Sen. Bernie Sanders' campaign sent a letter to the New York State Board of Elections on Sunday calling… https://t.co/FfCUEgzYH2,-0.9999999412787938,"['lawyer', 'sen', 'campaign', 'letter', 'york', 'state', 'board', 'elections', 'sunday', 'calling']",0,41.9255,-88.6795
1254519009959120896,2020-04-26 21:13:34,Sanders,Democrat,🧙🏼‍♀️,Chicago,Remember when Bernie sanders’ cluttered chair was news,-0.5328207621702824,"['remember', 'cluttered', 'chair', 'news']",5,41.8373,-87.6862
1254505672856743936,2020-04-26 20:20:34,Sanders,Democrat,Put Yall Mask On And Pop Out,Chicago,larry david impressions of bernie sanders on saturday night live are great cuz they both look and talk alike,0.9999999786195788,"['larry', 'david', 'impressions', 'saturday', 'night', 'live', 'great', 'cuz', 'talk', 'alike']",4,41.8373,-87.6862
tweet_id,date,candidate,party,user_name,user_location,text,sentiment,tokens,likes,latitude,longitude
1255490214480486400,2020-04-29 13:32:47,Sanders,Democrat,Roko Rumora,Chicago,"Bernie Sanders
Bertne Sandars
Brtney Spadars
Britney Spears",-0.962743869499037,"['bertne', 'sandars', 'brtney', 'spadars', 'britney', 'spears']",32,41.8373,-87.6862
1255273190705827840,2020-04-28 23:10:25,Sanders,Democrat,Charlie J. Johnson,Chicago,"Bernie Sanders, famously accused of sexual assault https://t.co/PS9D5LkNUi",-0.999999997403192,"['famously', 'accused', 'sexual', 'assault']",0,41.8373,-87.6862
1255252590855667715,2020-04-28 21:48:33,Sanders,Democrat,bitch boy,Geneva,dick game bernie sanders,-0.9027489513852917,"['dick', 'game']",8,41.8833,-88.3242
1254865522849493000,2020-04-27 20:10:29,Sanders,Democrat,Mzv,Darien,"@shaunking Please STFU! Unfortunately, Bernie Sanders will not be the nominee and you can’t seem to get over it.",0.6356326130144228,"['stfu', 'nominee']",0,41.7447,-87.9823
